   93664	pistää_silmä	 idiomatic	Heidän joukostaan minä pistin silmääsi senvuoksi , etten ollut ollenkaan _heidän_ kaltaisensa .
 3457994	pitää_silmä	 idiomatic	Pidän silmällä kaikkea mitä siellä tapahtuu , ja vähäisimmästäkin epäiltävästä eleestä nitistän hänet . ''
 3460023	pitää_silmä	 idiomatic	Väänäsen kykyä osoittaa tällöin myöskin se seikka , että talonpoikaissääty alinomaa käytti häntä luottamusmiehenänsä , lähetystöissä ja valiokunnissa , ja hän olikin melkeinpä ainoa tällä lailla käytetty suomenkielinen edusmies , koskapa vielä Ruotsin valtiopäiviltä peritty tapa näyttää olleen vallalla , että Ruotsin kielen taitoa etupäässä pidettiin silmällä valiokuntain jäsenet määrättäessä .
 3464356	pitää_silmä	 idiomatic	Niin , niin , te sanottekin sille , tuolle naiselle : '' Pitäkää häntä silmällä , hän on vaarallinen mielipuoli , suojelkaa minua kaikilta hänen teoiltaan , kaikilta hänen ajatuksiltaan , pitäkää silmällä hänen elämäänsä , valvokaa , kun hän nukkuu . ''
 3482415	pitää_silmä	 idiomatic	-- Oli miten oli , minäpä pidän silmällä tuota laivaa tuolla , -- kuului yksi heistä kuiskasevan naapurilleen .
 3483072	pitää_silmä	   literal	Seurauksena siitä oli , etten minä hetkeen nähnyt yhtään mitään ... '' Siitä oli kumminkin se hyvä , että sain pitää silmäni kiinni , miettiä vastauksiani ja melkein unohtaa , ettei Suurella Lunarilla kasvoja olekaan ... '' Palattuani jälleen entiselle paikalleni , Suuri Lunari tiedusteli , mitenkä me suojelemme itseämme helteeltä ja myrskyiltä .
 3486111	pitää_silmä	   literal	Minä en tiedä , mitä nuottia ne olivat -- jos nuotintapaista oli ensinkään hänen esityksessään , jota epäilen -- mutta soiton vaikutus minuun oli ensiksi se , että rupesin ajattelemaan kaikkia surujani , siksi kuin tuskin jaksoin pidättää kyyneliäni ; sitten se vei ruokalystini , ja viimein se raukaisi minua niin , etten voinut pitää silmiäni auki .
 3497078	pitää_silmä	 idiomatic	Muistan että minulla koko päivän oli se tunne , että meitä tarkasti pidetään silmällä , vaikka en voinut tietää millä tavalla .
 3497880	pitää_silmä	 idiomatic	Kulkekaa hitaasti , pitäkää silmät auki ja pyssy valmiina .
 3501946	pitää_silmä	   literal	huusi hän pitäen silmänsä suunnattuina don Luisiin ja antaen merkin ettei tämä poistuisi .
 3502800	pitää_silmä	   literal	Hänen uteliaisuutensa kiihotti häntä pitämään silmänsä suunnattuina don Luisiin .
 3503691	pitää_silmä	 idiomatic	Florence oli tietänyt , että häntä seurattiin , houkutellut heidät Saint-Lazaren rautatieasemalle ja kulkenut aivan yksinkertaisesti rautatievaunun läpi astuen toiselle asemasillalle rehellisen Mazerouxin istuessa junassa pitämässä silmällä matkustajaa , jota ei ollut .
 3511769	pitää_silmä	 idiomatic	`` Samalla voisit pitää silmällä Outiakin , ja niin oppisi hän tottelemaan ; olen viime aikoina ollut vähän tekemisissä hänen kanssaan . ''
 3519769	pitää_silmä	   literal	Vanhus piti silmänsä , joiden valkuainen oli kellertävä ja luomien reunat punaiset , minuun suunnattuina ja kuunteli , ja joka kerta kun tuota kappaletta ajattelen , näen jälleen vanhuksenkin ja hänen liikkumattoman kiviset kasvonsa , joista rauhalliset silmät katselevat minua .
 3522569	pitää_silmä	 idiomatic	Se , joka oli lähempänä tietä ja ikäänkuin piti silmällä ohikulkevia , oli vanha , arvokas ja mustunut .
 3525406	pitää_silmä	 idiomatic	Se voi pitää silmänsä kiinni , mutta sillaikaa kulunut aika on menetettyä aikaa ... Nainen näyttää olevan sallimusten alainen suuremmassa määrin kuin me miehet .
 3526257	pitää_silmä	 idiomatic	Mutta valoa on kaikessa mitä tapahtuu , ja suurimmat ihmiset ovat suuria vain siksi , että heillä on tapana pitää silmänsä avoimina kaikille valoille .
 3531967	pitää_silmä	 idiomatic	Ville heitti takin päältään ja lupasi kiskoa kahden edestä , jos minä tahtoisin pitää silmällä vesilintuja , joita tänä aamuna lensi paljon jokea ylös ja alas .
 3532832	pitää_silmä	 idiomatic	Erittäin pidin silmällä , näkyisikö missään kalanpyydyksiä .
 3540060	pitää_silmä	 idiomatic	Hän itse tulisi , jos joutuisi nimitetyksi aluepäällikön virkaan , pitämään silmällä herrojen reserviupseerien valintaa , sen hän takasi .
 3540727	pitää_silmä	 idiomatic	Majesteetti ei pane mitään arvoa sellaiselle herrasväelle , joka ei ole palvellut ... Grützmacher '' , hän sanoi isännälle , `` Teidän pitäisi paremmin pitää silmällä yleisöänne .
 3545649	pitää_silmä	 idiomatic	`` Teidän tulee vain tietää , herra tohtori , että me pidämme silmämme auki . ''
 3545943	pitää_silmä	 idiomatic	Samalla hän piti silmällä lavaa , mikä oli tullut merkillisen hiljaiseksi .
 3546596	pitää_silmä	 idiomatic	Tapahtui , että päätirehtöri , tohtori Hessling porvariston mahtavin mies , pujahti salaa erään talon ovesta sisään pitääkseen silmällä kenenkään huomaamatta tuota vaikutusvallatonta , kohta jo unhotettua vanhusta : hän , joka oli valtansa kukkuloilla , oli satumaisesti huolissaan erään kuolevan vuoksi ... Kun vanha Buck maksoi kiinnelainan korkonsa vain viivytellen , niin Diederich ehdotti pojalle , että tämä olisi ottanut talon haltuunsa .
 3557463	pitää_silmä	 idiomatic	Paroni , joka istui keulapuolella , piti silmällä purjetta toimittaen kansimiehen tehtäviä .
 3558074	pitää_silmä	 idiomatic	Nuo kyyneleet näyttivät Julienistä naurettavilta , ja , ajatellen kokonaan vain huonoa tietä , sanoi hän : -- Teet viisaammin , kun pidät silmällä hevostasi .
 3561731	pitää_silmä	 idiomatic	Herkules pitää silmänsä auki . ''
 3565454	pitää_silmä	 idiomatic	Hänen oli tapana istua ja pitää silmällä katalaa sen kiehuessa , ja poikaparka näytti olevan peräti hämillään , kun ei ollut oikein selvillä tuosta salaperäisestä kojeesta .
 3573586	pitää_silmä	 idiomatic	Miten olisimme muuten voineet pitää silmällä toisiamme ?
 3587957	pitää_silmä	 idiomatic	Tänne tuli vain `` massa '' , ja siihen hän tunkeutui , kunnes hän ylimmässä huipussa saattoi nojata kiikarinsa kaidetta vasten ja pitää silmällä värejä .
 3590738	pitää_silmä	 idiomatic	`` Katsokaapas '' ... hän piti pihlajanmarjaterttua hänen kasvojensa edessä , '' tämä ... ja pari kolme samanlaista punaista terttua ovat houkutelleet näitä seitsemää linturaukkaa ... '' Minä seisoin ja pidin silmällä , kuinka viimeinen niistä meni loukkuun .
 3591075	pitää_silmä	 idiomatic	Sitä paitsi oli hänellä salaisena tehtävänä katsoa ja pitää silmällä mitä tanssiaisissa tapahtui antamatta minkään jäädä huomaamatta .
 3591996	pitää_silmä	 idiomatic	-- -- -- * * * * * -- Tuomari ja hänen rouvansa olivat kävelleet edestakaisin koko illan kuulostaen ja pitäen silmällä oven raosta näkyvää valoviirua .
 3597212	pitää_silmä	 idiomatic	Minä menen nyt takaisin pitämään silmällä kartanoa , kunnes herrani tulee kotiin , ja jos jotakin tapahtuisi , niin minä näytän , että minulla on tarkka silmä ja että käteni eivät vapise , vaikka olenkin kuusikymmenvuotias .
 3597324	pitää_silmä	 idiomatic	Kuten tiedät , lupasin kenraalille pitää silmällä hänen taloansa hänen poissaollessaan .
 3597758	pitää_silmä	 idiomatic	-- Niin juuri , niitä sinun täytyy pitää silmällä , Hans Kristian .
 3598708	pitää_silmä	   literal	Koko ajan hän piti silmänsä oveen suunnattuina , mutta se ei liikahtanut , ja kaikki oli hiljaa toisessa huoneessa .
 3599492	pitää_silmä	 idiomatic	Mutta jos joku tarjooja tulee , niin pidämme silmällä teidän etujanne , niin pitkälle kuin se on mahdollista .
 3600197	pitää_silmä	 idiomatic	Meitä on määrätty pitämään silmämme auki näinä aikoina .
 3600866	pitää_silmä	 idiomatic	Koko ajan he saattoivat pitää silmällä miestä , joka nyt nähtävästi kaikessa rauhassa kulki suorana maantiellä .
 3602967	pitää_silmä	 idiomatic	Laakso oli ääneti koko paluumatkan , kunnes Jäkälä huomautti : -- Pidä silmällä patoa .
 3605452	pitää_silmä	 idiomatic	Sotalaivasta pidetään silmällä kaikkea , mikä tapahtuu tässä laivassa ja koko satamassa .
 3613326	pitää_silmä	 idiomatic	Hän lupasi silloin itsekseen pitää silmänsä auki , että nuori neiti tulisi häneltä saamaan niin penniäkään aatelisten elintapojensa hyväksi , oli hän miten hieno ja suloinen tahansa .
 3616947	pitää_silmä	 idiomatic	Mergy sai kiittää berberiläisen hevosensa hyvyyttä siitä ettei hänen tarvinnut erota kreivittärestä ; mutta hänen suureksi kiusakseen ja harmikseen seurasi tätä myöskin kreivi de Comminges , joka oli yhtä hyvä ratsastaja kuin hänkin ; ja huolimatta vinhan nopeasta laukasta sekä erikoisesta tarkkaavaisuudesta jolla hän piti silmällä metsästyksen kulkua , kreivi puhutteli usein ratsastajatarta Mergyn hiljaisuudessa kadehtiessa hänen ketteryyttään ja huolettomuuttaan sekä varsinkin hänen kykyään puhua huvittavasti tyhjänpäiväisistä asioista , jotka varmaankin , päättäen vastenmielisyydestä , jota ne hänessä herättivät , huvittivat kreivitärtä .
 3621455	pitää_silmä	   literal	`` Jopa nyt metsä on aivan hulluna ; minäpä pidän silmäni ummessa '' , ajatteli Liisukka .
 3622630	pitää_silmä	 idiomatic	Hyvät ystävät , jos kukaan teistä aikoo ylimmäksi juomanlaskijaksi , neuvon minä häntä pitämään silmällä väkeänsä ja antamaan heille yhden asian kerrassaan tehtäväksi .
 3629883	pitää_silmä	 idiomatic	`` Pidä silmäsi auki '' , varoitti hän , kopistaen piippunsa pesää peukalon kynteen , `` yöllä ja päivällä , istuessasi ja käydessäsi . ''
 3635190	pitää_silmä	 idiomatic	Häntä pidettiin silmällä , kun hän joutui kankeissa lauselmissa raivoihinsa , ja hänelle naurettiin , mitä ei voi pitää sopivana edes saksalaistenkaan keskuudessa .
 3640904	pitää_silmä	 idiomatic	Mitä olisi tehnyt Sonja , ellei hänellä olisi ollut sitä ilontunnetta , ettei hän ensi alussa ollut kolmeen yöhön riisunut päältään , että oli joka hetki ollut valmis toimittamaan täsmällisesti lääkärin määräykset ja että hän nyt valvoi yöt voidakseen pitää silmällä tuntia , jolloin sairaalle piti antaa pilleriä kultaisesta rasiasta ?
 3641561	pitää_silmä	 idiomatic	Bennigsen , suuriruhtinas ja kenraali-adjutanttien lauma jää armeijaan pitämään silmällä ylipäällikön toimia ja kannustamaan hänen tarmoaan , vaan Barclay , joka tuntee olevansa entistä ahtaammalla kaikkien näiden _hallitsijan silmien_ katsannon alla , käy yhä varovammaksi , pelkää toimia uskaliaasti ja karttaa taistelua .
 3641601	pitää_silmä	 idiomatic	Toisen puolen päivästä vietti ruhtinatar Maria Nikolushkan luona , pitäen silmällä tämän lukuja , opettaen hänelle venäjän kieltä ja soittoa ja keskustellen Dessallesin kanssa .
 3644831	pitää_silmä	 idiomatic	Hän tiesi pitkällisestä sotakokemuksesta ja käsitti vanhana miehenä , että yhden henkilön on mahdoton johtaa satoja tuhansia henkensä edestä kamppailevia miehiä ja tiesi niinikään , että taistelun kohtaloa eivät ratkaise ylipäällikön määräykset , ei paikka , jossa sotaväki on , ei tykkien eikä surmansa saaneiden lukumäärä , vaan se saavuttamaton voima , jota sanotaan sotaväen hengeksi ja hän piti silmällä tätä voimaa ja johti sitä , mikäli se oli hänen vallassaan .
 3645870	pitää_silmä	 idiomatic	Kreivitär piti silmällä tavaroiden kokoonpanemista , oli tyytymätön kaikkiin ja kulki Petjan kintereillä , joka myötäänsä karttoi hänen seuraansa ja jonka tähden hän oli mustasukkainen Natashalle , jonka kanssa Petja vietti kaiken aikansa .
 3645898	pitää_silmä	 idiomatic	Sonja oli salissa ja piti silmällä kristalli- ja porsliini-esineiden pakkausta .
 3647573	pitää_silmä	 idiomatic	Kuten usein tapahtuu myöhäisenä illan hetkenä ja viinin vaikutuksesta , tarkkasi Pierre nytkin kuunnellessaan kapteenin kertomuksia kaikkea sitä , mitä kapteeni puheli , ymmärsi kaikki ja samalla kertaa piti silmällä monia omiakin muistojaan , jotka yhtäkkiä jostain syystä valveutuivat hänen mielessään .
 3658020	pitää_silmä	 idiomatic	Teidän sijassanne pitäisin silmäni avoinna .
 3659392	pitää_silmä	 idiomatic	Pidin silmällä tuota ihmiseläintä , kunnes se katosi .
 3659791	pitää_silmä	 idiomatic	Käännyin ja menin ruumiiden luo , pitäen silmällä noita polvistuvia petoja , kuin näyttelijä , joka kohtaa katsojain katseet .
 3659881	pitää_silmä	 idiomatic	Yksin saavuin sitten eläinkansan rotkolle , kätkeydyin viidakkoon ja pidin silmällä noita olentoja , nähdäkseni , minkä vaikutuksen Moreaun kuolema ja aituuksen palo oli heihin tehnyt .
 3660173	pitää_silmä	 idiomatic	Häntä pidetään silmällä , eikä hän saa poistua kaupungista .
 3665520	pitää_silmä	 idiomatic	Stas päätti itse ajaa viimeisenä voidakseen pitää silmällä kaikkia .
 3711739	pitää_silmä	 idiomatic	Poliisi avaa sähkösanomia ja kirjeitä ja pitää silmällä epäilyttäviä henkilöitä .
 3717690	pitää_silmä	 idiomatic	Pitäkää silmällä niiden pyhäin miesten esimerkkiä , jotka ennen meitä ovat panneet henkensä alttiiksi kristin-uskon edestä , pyhäin marttyyrien esimerkkiä !
 3720897	pitää_silmä	 idiomatic	Pitäkää silmänne ja korvanne auki !
 3722740	pitää_silmä	   literal	Rovasti kääntelihe vuoteessaan , koetti pitää silmiään ummessa , ettei Martta hänen tähtensä valvoisi kaiken yötä , ja katseli salaa kelloa , kun luuli Martan nukahtavan .
 3743609	pitää_silmä	   literal	Parasta kun pitää silmänsä kiinni ja nukkuu pois .
 3751977	pitää_silmä	 idiomatic	Pidä silmäsi auki ja auta Dania tekemään mitä hänen on käsketty ja sen semmoista , niin minä annan sinulle -- sinä et ole sen arvoinen , mutta minä annan sentään -- kymmenen ja puoli dollaria kuukaudelta ; sanokaamme kolmekymmentäviisi dollaria matkan loppuun .
 3760319	pitää_silmä	 idiomatic	`` Siskoseni '' , sanoi Jean , `` ei välitetä enää pitää silmällä rakastajatarta , rakastaja täyttää kyllä sen toimen '' .
 3777610	pitää_silmä	 idiomatic	Tämän sodan kestäessäkin täytyi Versailles'in poliisin pitää silmällä siellä olevia joukkoja , samalla kuin santarmien täytyi temmata joukkoja mukaansa ensin itse asettautumalla vaaranalaisiksi vaarallisimmilla paikoilla .
 3787735	pitää_silmä	   literal	Etsitään joku aukko kelluvien jäätelien välistä , tai hakataan avanto jäätyneesen railoon ja sylkäistään leivänpuraa avantoon ; kun nyt pitää silmänsä likellä vedenkalvoa , näkee selvään mihin päin leivänmurut alkavat liikkua , sitten kuin ovat uponneet jääkappalten alalaidan syvyydelle .
 3788053	pitää_silmä	 idiomatic	Jalkani vaivasi minua yhä enemmän , ja minä päätin nyt kulkea johonkin määrättyyn suuntaan , toivoen vihdoinkin tulevamme tielle , kunhan yhtä mittaa astuimme suoraan eteenpäin ja pidimme silmällä edessämme olevia esineitä .
 3789549	pitää_silmä	   literal	Ja yhtäkaikki ei tämäkään ajatus voinut pitää silmiäni auki .
 3791768	pitää_silmä	 idiomatic	Heidän oli määrä ryhtyä taisteluun kaikkein viimeisinä , ja olivat senvuoksi varsin levolliset , loikoivat nurmikolla ja pitivät silmällä Twalan sotureita , joita tuhansittain tulvaili ulos pääkaupungin porteista .
 3796036	pitää_silmä	 idiomatic	Sama tunne näytti myös olevan alkuasukkailla , jotka asettuivat sellaisiin paikkoihin , että he saattoivat pitää silmällä molempia rantoja pysytellen itse näkymättömissä .
 3798244	pitää_silmä	 idiomatic	Eteenpäin , Unkas , ja pidä silmällä kuivettuneita lehtiä .
 3798381	pitää_silmä	 idiomatic	kysyi Duncan ; `` meitä pidetään silmällä , ja me olemme ilmeisesti tuhoon tuomitut . ''
 3799764	pitää_silmä	 idiomatic	Vain neljä , viisi viimeksimainittua viipyi vielä Unkasin vankilan ovella , missä he salavihkaa vaikka hyvin tarkasti pitivät silmällä vihollisen käyttäytymistä .
 3799900	pitää_silmä	 idiomatic	Mutta kun David aavistamattakaan , että häntä pidettiin silmällä , käänsi päätänsä tulta kohti ja näytti säyseät , yksinkertaiset kasvonsa todellisen vangin ylväiden piirteiden asemesta , oli herkkäuskoisen alkuasukkaankin enää mahdotonta epäillä .
 3800216	pitää_silmä	   literal	Huolimatta siitä julmasta ja uhkaavasta villirivistä , joka ympäröi häntä joka taholta , ei pieninkään pelko omasta puolestaan estänyt tätä jalosydämistä neitoa pitämästä silmiään kiinnitettyinä vapisevan Alicen kalpeihin , tuskaa ilmaiseviin kasvoihin .
 3801167	pitää_silmä	 idiomatic	He neuvoivat häntä pitämään silmällä kumppaninsa tarpeita eikä koskaan unohtamaan erotusta , jonka Manito oli niin viisaasti pannut heidän välilleen .
 3805192	pitää_silmä	 idiomatic	Siellä saattoi hän paremmin pitää silmällä sekä omaa leiriään että vihollisia .
 3811956	pitää_silmä	 idiomatic	Tutkiessaan Englannin ja Saksanmaan oloja , hän kuitenkin aina pitää silmällä Ranskan yleisön ja omaa suhdettansa Ranskan kansaan .
 3815133	pitää_silmä	 idiomatic	`` Pidä silmäsi auki '' , hän mutisi .
 3816891	pitää_silmä	   literal	Nukuin heti , kun koetin lukea ; ja jos kykenin pitämään silmäni auki muutaman sivun mitan , niin en voinut muistaa niiden sisältöä .
 3819709	pitää_silmä	 idiomatic	Siinä on seuraus Mexikon valloituksesta , jos pidämme silmällä maan alku-asukkaita ja oikeita omistajia .
 3841796	pitää_silmä	 idiomatic	Minun täytyi matkustaa sinne pitääkseni silmällä paria oppipoikaamme , jotka oli noudettu panemaan ruutuja kylpylänsalonkiin ; ne oli rikottu ihmeellisessä pallonheitännässä kylpylän vieraiden kesken heinäkuun neljäntenä .
 3842028	pitää_silmä	 idiomatic	Sara Videbeck piti silmällä tavaroitaan , ja ne hänellä oli matkalaukuissa , myöskin etukannella .
 3845962	pitää_silmä	 idiomatic	Kun tämän ohella pidetään silmällä , että Suomen Kansallisteatterilla , niinkuin hyvin on tunnettu , ei ole läheskään samassa määrässä kuin esimerkiksi täkäläisellä ruotsalaisella mahdollisuutta saada uusia koulutettuja näyttelijöitä muualta , vaan että sen yhä täytyy alusta aikain kasvattaa taiteilijansa , niin on ymmärrettävissä , että siitäkin syntyvät menot , päinvastoin että ne uudessa talossa supistuisivat , osottavat taipumusta kasvamaan samassa määrässä kuin yleisön oikeutetut vaatimukset taiteelliseen koulutukseen nähden enenevät .
 3846759	pitää_silmä	 idiomatic	`` Kun pidämme silmällä että kansallisen näyttämön perustaminen ja kehittäminen Kaarlo Bergbomille tuli runoilijatoimen vastineeksi , vasta silloin me ymmärrämme sen innon , millä hän siihen antautui .
 3853706	pitää_silmä	 idiomatic	aloitti Ludvig istuutuen ikkunakomeron reunalle , voidakseen pitää silmällä kukkapengermiä Madamen huvimajan toisen ulko-oven edustalla .
 3854162	pitää_silmä	 idiomatic	`` Pidin silmällä noin kymmenen minuuttia , kunnes hän tuli . ''
 3859998	pitää_silmä	 idiomatic	`` Te tiedätte , että Madame vartioitsee la Vallièrea niinkuin Argus piti silmällä Io-luonnotarta . ''
 3870217	pitää_silmä	 idiomatic	Jos siinä on vaaraa , niin torjun sen ; jos häntä vain vainotaan , pidän silmäni auki !
 3875115	pitää_silmä	 idiomatic	Ja Portos , jonka silmät ystävän vastaus päinvastoin oli entistään tiukemmin ummistanut , riensi juoksujalkaa pattereille pitämään silmällä väkeänsä ja kehoittamaan jokaista täyttämään velvollisuutensa .
 3875576	pitää_silmä	 idiomatic	`` Me saamme siitä sen edun , että kun kukaan ei tunne luolaa tai oikeammin sen merenpuolista käytävää , paitsi me ja pari kolme saaren metsästäjää , niin saarelle mahdollisesti poikkeavat vakoilijat , jotka eivät näe mitään venettä rannassa , eivät aavista paon mahdollisuutta eivätkä huomaa pitää silmällä merta . ''
 3880890	pitää_silmä	 idiomatic	Välittämättä näistä huudoista ja uhkauksista mies piti silmällä hevosia .
 3885644	pitää_silmä	 idiomatic	Pitäen silmällä heidän huultensa eleitä hän koetti arvata , mistä he puhuivat , ja kun tanssissa heidän kätensä liittyivät yhteen , koetti hän arvata , kohtasivatko ne toisensa vain tavallisesti vai puristivatko toisiaan .
 3891998	pitää_silmä	   literal	Minun mielestäni täytyy sekä tyttöjen että nuorten miesten pitää silmänsä auki myöhään ja varhain ... ( Koputtaa rovastin ovelle . )
 3899787	pitää_silmä	 idiomatic	Erotessamme toisistamme , kapteini Corsican ja minä , teimme sen sopimuksen , että tarkemmin kuin koskaan ennen pitäisimme silmällä näyttelijöitä tässä näytelmässä , joka vastoin tahtoamme voi purkautua päätökseensä millä silmänräpäyksellä hyvänsä .
 3903597	pitää_silmä	 idiomatic	Saman aitauksen sisässä oli myöskin laihoa , ja meidät pantaisiin siis pitämään silmältä karjaa , ettei se pääsisi laiholle .
 3908312	pitää_silmä	 idiomatic	Laskeuduin senvuoksi pitkälleni maahan ja ryömin paikkaan , josta paremmin voin pitää silmällä tapausten kulkua .
 3908329	pitää_silmä	 idiomatic	Likellä , pensaston suojassa , oli minulla hyvä tilaisuus pitää silmällä mitä tiellä tapahtui .
 3916009	pitää_silmä	 idiomatic	Pitivät silmällä kaupungin porttia , josta vähänväliä joku pörhökarvainen maan musti yritti pujahtaa kaupunkilaisten seurustelupiiriin .
 3920577	pitää_silmä	 idiomatic	Meidän on muistettava , että Elias oli rauhattomaksi julistettu mies , joka ei mielellään halunnut tavata tuttavia , ja hän päätti sentähden pitää silmänsä auki .
 3922821	pitää_silmä	 idiomatic	Kulkupuheilla on pitkät koivet , ja ennenkuin te , hyvä herra , olitte astunut ulos pappilan portista , oli sana jo mennyt pojille metsään , että pitäisivät silmänsä auki , vaikka lempo laittoi niin , että he antoivat viskaali Spolinin vetää itseään nenästä .
 3928001	pitää_silmä	 idiomatic	Hän lupasi pois matkustavalle pitää silmällä Wohlwendin konkurssijuttua ja tarkoin kertoa , mitä yleisön keskuudessa tapahtuisi ja puhuttaisiin .
 3928965	pitää_silmä	 idiomatic	Sievän talon tai vaikkapa kohtalaisen maatilan saamiseen ilmestyisi juuri heidän virkatoimissaan edullisia tilaisuuksia konkurssitilojen , perinnönmyyntien ja muiden omistaja-muutosten sattuessa , jolloin sukkela notarius , joka pitää silmänsä auki ja jotain uskaltaa , ennen kaikkia olisi tilaisuudessa eteensä katsomaan .
 3929591	pitää_silmä	 idiomatic	Sentähden onkin kysymys päinvastoin siitä , ettei sekaannu puhumaan asioissa , joita ei perinpohjin tunne , vaan sen sijaan pitää silmällä asiantuntijoita sekä ojentautuu niiden mukaan , jos ne vain näyttävät sitä ansaitsevan .
 3943940	pitää_silmä	 idiomatic	-- Nähkääs , teidän matkustettuanne vuokrasin pikku huoneen S : t Antoinen ja S : te Catherinen katujen kulmauksesta , ja siitä saatoin pitää silmällä tarkoittamaamme taloa .
 3957439	pitää_silmä	 idiomatic	Hän oli päivän ja yön kuluessa kaikkialla pitäen silmällä vaeltavan kansan kuntoa jättiläiskulkueen ensimmäisestä miehestä viimeiseen saakka .
 3957747	pitää_silmä	 idiomatic	Hän ei ennättänyt kuitenkaan kauan ongelmaa pohtia , sillä edestäpäin nousi maa merestä ja hän tahtoi pitää silmänsä auki .
 3957901	pitää_silmä	 idiomatic	Taitsa jäi Turjan määräyksen mukaan saliin , pitämään silmällä sieltä käsin asiain kehitystä .
 3957923	pitää_silmä	 idiomatic	-- Nyt on parasta pitää silmät auki , virkkoi Taitsa .
 3959590	pitää_silmä	 idiomatic	Mutta Karma päätti pitää silmänsä auki .
 3960118	pitää_silmä	 idiomatic	Edellä kulkevan tiedustelujoukon päällikkönä oli Karma ja hän oli saanut ohjeen pitää silmät auki joka puolella .
 3961007	pitää_silmä	 idiomatic	-- Olen laskenut , että tämä kansa tekee ja luo noin kymmenennen osan siitä , mihin sillä riittäisi energiaa , jos se sen tarkoin käyttäisi , jos se järjestäisi yhteiskuntansa suunnitelmanmukaisesti _työtä_ silmällä pitäen , pitäen silmällä sitä ihmisen toiminnan ainoata oikeata johtotähteä , että kaikki on siten järjestettävä , jotta energia tulee mahdollisimman tarkoin käytetyksi ihmisten yhteisen elämän , yhteiskunnan , kulttuurin hyväksi .
 3962727	pitää_silmä	 idiomatic	Joka tapauksessa olen kiitollinen sinulle siitä , että ajattelet tyttärieni parasta , ja aion pitää silmällä heidän seuranaistaan . ''
 3962832	pitää_silmä	 idiomatic	Lähetän sinne kaksitoista luotettavaa miestä , ainakin he voivat pitää silmällä kaikkia niitä , jotka pyrkivät hänen luokseen .
 3962888	pitää_silmä	 idiomatic	Pitäessään silmällä toisen gondolin liikkeitä häneltä oli jäänyt huomaamatta , että suurempi odotti vain sopivaa hetkeä , milloin hyökkäisi heidän kimppuunsa .
 3962909	pitää_silmä	 idiomatic	Nainen kävi viemässä tietoja ystävilleen , ja neliairoinen gondoli piti silmällä jokaista venettä , joka saattaisi ahdistaa häntä .
 3962951	pitää_silmä	 idiomatic	Onhan sekin mahdollista , että he pitävät silmällä taloanne , mutta ellei mitään epäiltävää tapahdu , niin he varmaan poistuvat parin tunnin kuluttua .
 3963800	pitää_silmä	 idiomatic	Siksi teidän täytyy pitää silmällä genovalaisia kaleereja , ja jos huomaatte , että ranta on kovin vartioitu , niin on parasta lähteä turkkilaisiin satamiin .
 3964914	pitää_silmä	 idiomatic	Minä pidän silmäni tästä lähin auki . ''
 3965959	pitää_silmä	 idiomatic	Pitäkää silmällä meidän takanamme olevia lyhtyjä , ja ohjatkaa laivaa siten , että ne kulkevat ohitsemme niin kaukaa kuin suinkin . ''
 3969848	pitää_silmä	 idiomatic	Genevieve muisti hänen sanansa : `` Pidä silmällä vaan , niin huomaat , milloin alan häntä ahdistaa . ''
 3970822	pitää_silmä	 idiomatic	Jos pidetään silmällä löydön käytännöllisiä tuloksia , onkin tämä oppi aivan oikea , sillä vasta tuon mainion Genovalaisen kautta astuu Amerika varsinaiseen , pysyväiseen yhteyteen Vanhan maailman kanssa .
 3972982	pitää_silmä	 idiomatic	Washington , jonka armeija yhä edelleen kärsi kaikellaista puutetta ja jonka suosituksi kilpailijaksi Gates pohjois-armeijan kanssa oli Saratogan voiton perästä kohonnut , asettui nyt vanhaan paikkaansa White Plains'illä New Yorkin läheisyydessä , pitääkseen silmällä vihollisen liikkeitä .
 3973754	pitää_silmä	 idiomatic	Mitä muuten tulee Pohjois-Amerikan kehitykseen kansalaissodan loputtua , niin on meidän ensiksikin huomauttaminen että republikaaneilla eli tasavaltalaisilla melkein kaiken aikaa [ 19 ] -- tähän päivään saakka -- ainakin näennäisesti on ollut valta käsissään , mutta unionin hallituksen on tietysti täytynyt , muutenkin tarkoin noudattamalla valtiosääntöä , rajoittaa valtansa käyttämistä asiainhaarain mukaan ja etenkin pitää silmällä Etelän omituisia oloja , jotka vielä niin melkoisesti pidättävät vapaampaa edistymistä .
 3977433	pitää_silmä	 idiomatic	Pashka on nyt orpo ... Ukko-kulta ... Pidä häntä silmällä ... Sinua rakastaa Jumala ... Pidä silmällä ... -- Voi sinua !
 3977613	pitää_silmä	 idiomatic	Kerran kuuli hän , kun viinuri neuvoi Terenti-setää : -- Sinä , Terjoha , pidä silmällä häntä !
 3978383	pitää_silmä	 idiomatic	-- No , Ilja , pidä silmät auki ja ole tarkkaavainen !
 3978506	pitää_silmä	 idiomatic	Nykysin en paljoakaan voi häntä auttaa , sillä isä pitää silmällä ... Ja Porfishka on yhtä mittaa sairaana ... Sentähden rupesi Masha käymään vaivaistalolla ... kaalikeittoa annetaan siellä ja kaikkea muutakin ... Matitsa myös antaa apua ... Vaikeata on Masha-raukan toimeentulo ... -- Ikävää on siis teilläkin , -- miettivästi virkkoi Ilja .
